loan_id,customer_id,loan_type_id,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L014268,C09479,2,45000,37900,16.91,2250,0,False
L014269,C09480,3,1984000,1238200,2.94,7930,0,False
L014270,C09481,2,12000,8500,15.48,600,2,True
L014271,C09481,4,92000,24000,12.28,2800,0,False
L014272,C09481,1,89000,23700,10.88,1700,0,False
L014273,C09482,4,125000,111500,9.78,1970,0,False
L014274,C09482,3,1308000,709100,3.13,6200,0,False
L014275,C09483,1,112000,84700,6.69,3930,0,False
L014276,C09484,3,1389000,1211600,2.88,6980,4,False
L014277,C09484,1,145000,102100,8.48,2470,0,False
L014278,C09485,2,62000,18600,17.13,3100,0,False
L014279,C09486,1,260000,169000,5.49,7170,0,False
L014280,C09487,2,5000,2600,20.59,250,0,False
L014281,C09488,1,64000,21000,6.02,1560,0,False
L014282,C09489,2,25000,12300,17.8,1250,2,False
L014283,C09490,3,1916000,1475400,2.2,8280,0,False
L014284,C09491,4,83000,18700,9.29,1010,0,False
L014285,C09491,1,335000,289200,5.5,7130,0,False
L014286,C09491,2,32000,20200,16.37,1600,0,False
L014287,C09492,4,70000,22800,7.24,950,0,False
L014288,C09493,2,58000,23100,15.25,2900,0,False
L014289,C09494,4,313000,121100,10.06,12680,1,False
L014290,C09495,2,15000,8900,20.77,750,0,False
L014291,C09496,2,15000,11100,18.78,750,1,False
L014292,C09497,4,122000,61100,10.39,2940,3,False
L014293,C09498,3,2284000,1770400,3.59,9910,0,False
L014294,C09499,4,143000,90100,6.41,1840,0,False
L014295,C09499,2,36000,25700,15.92,1800,0,False
L014296,C09500,2,33000,23600,13.27,1650,0,False
L014297,C09500,4,281000,195600,9.97,6310,0,False
L014298,C09501,3,2189000,1387900,3.03,8320,0,False
L014299,C09501,2,29000,11900,13.56,1450,0,False
L014300,C09501,4,173000,45300,8.19,1910,0,False
L014301,C09502,2,12000,2400,16.0,600,3,False
L014302,C09503,2,21000,12600,14.0,1050,0,False
L014303,C09503,3,1728000,1394300,3.84,7650,0,False
L014304,C09504,2,22000,1200,20.91,1100,0,False
L014305,C09505,3,1386000,900400,3.12,6330,2,False
L014306,C09505,4,179000,147200,11.08,4510,1,False
L014307,C09505,1,326000,157000,4.72,4940,0,False
L014308,C09506,4,40000,20800,11.06,680,0,False
L014309,C09506,3,1471000,1245400,3.06,7430,0,False
L014310,C09507,1,405000,277800,6.91,10110,0,False
L014311,C09508,3,1986000,1123500,2.82,8100,0,False
L014312,C09509,1,129000,37000,6.51,2580,0,False
L014313,C09509,3,2245000,1708100,2.52,10680,0,False
L014314,C09509,2,59000,4000,18.3,2950,0,False
L014315,C09510,2,18000,7900,16.21,900,2,False
L014316,C09511,2,21000,7200,12.32,1050,0,False
L014317,C09511,1,222000,120800,6.51,7060,2,False
L014318,C09512,3,2028000,1608100,3.04,9420,0,False
L014319,C09513,2,21000,14200,18.14,1050,0,False
L014320,C09514,3,1837000,941400,2.93,7590,0,False
L014321,C09514,1,169000,120400,7.51,2910,0,False
L014322,C09515,3,896000,468200,3.86,4070,0,False
L014323,C09515,4,121000,106400,12.75,2330,0,False
L014324,C09516,3,1675000,909200,2.74,7370,1,True
L014325,C09516,1,269000,184500,6.35,3880,0,False
L014326,C09517,2,27000,13300,15.57,1350,2,True
L014327,C09517,3,1649000,851900,3.36,6930,0,False
L014328,C09518,1,50000,25500,7.62,1500,0,False
L014329,C09519,2,8000,6200,20.11,400,4,False
L014330,C09519,4,31000,9700,12.02,490,0,False
L014331,C09520,3,1305000,941800,3.43,6480,0,False
L014332,C09520,4,290000,217800,7.81,8820,0,False
L014333,C09521,2,56000,4400,15.12,2800,0,False
L014334,C09521,1,141000,84900,7.67,2100,0,False
L014335,C09522,2,43000,23100,16.45,2150,0,False
L014336,C09522,3,2278000,1177300,2.34,7620,0,False
L014337,C09523,3,1317000,1153200,3.0,6170,0,False
L014338,C09523,2,34000,17900,15.24,1700,0,False
L014339,C09524,3,2027000,1793000,2.64,9910,1,False
L014340,C09524,4,253000,163600,7.51,3700,0,False
L014341,C09525,2,5000,1600,16.15,250,0,False
L014342,C09526,4,346000,76900,4.5,7850,2,False
L014343,C09527,3,641000,425800,3.44,3270,1,False
L014344,C09528,4,227000,192700,9.04,7660,0,False
L014345,C09529,3,1266000,719600,2.5,5500,0,False
L014346,C09530,4,59000,44000,9.0,2620,0,False
L014347,C09531,2,21000,5700,17.8,1050,0,False
L014348,C09532,4,66000,20500,8.39,740,0,False
L014349,C09532,3,1573000,851800,2.57,6160,0,False
L014350,C09532,2,29000,21100,14.81,1450,0,False
L014351,C09533,1,152000,83800,4.22,2020,0,False
L014352,C09534,2,10000,7300,15.3,500,0,False
L014353,C09535,4,70000,58100,9.5,2010,0,False
L014354,C09536,2,27000,19900,15.33,1350,0,False
L014355,C09536,3,1224000,1037400,3.55,5470,0,False
L014356,C09537,3,2159000,1780500,2.7,9050,0,False
L014357,C09537,2,65000,55100,15.97,3250,0,False
L014358,C09538,4,275000,197300,8.88,3620,0,False
L014359,C09539,2,5000,3900,19.14,250,1,False
L014360,C09540,3,2194000,1100000,2.74,7630,3,False
L014361,C09540,2,55000,19700,16.85,2750,0,False
L014362,C09540,1,278000,91300,5.01,11630,1,False
L014363,C09541,3,1174000,763600,3.53,5960,0,False
L014364,C09542,3,1522000,876900,3.03,7030,0,False
L014365,C09543,2,50000,34500,20.39,2500,0,False
L014366,C09544,2,53000,19200,20.46,2650,0,False
L014367,C09544,4,99000,65300,8.04,1490,0,False
L014368,C09544,3,1637000,1003800,3.11,6490,0,False
L014369,C09545,3,1072000,621400,2.75,3760,0,False
L014370,C09545,2,33000,11900,16.6,1650,0,False
L014371,C09546,3,1073000,889600,2.67,4460,0,False
L014372,C09546,4,211000,136200,8.75,2970,0,False
L014373,C09547,3,842000,646100,2.7,3940,0,False
L014374,C09547,2,18000,7400,16.8,900,0,False
L014375,C09548,4,221000,104500,8.78,7380,0,False
L014376,C09549,2,50000,13100,16.36,2500,0,False
L014377,C09550,2,19000,3000,16.23,950,0,False
L014378,C09551,3,2491000,1800600,3.53,11350,0,False
L014379,C09552,4,123000,36900,10.37,1930,0,False
L014380,C09552,2,23000,16200,17.28,1150,0,False
L014381,C09553,3,1978000,1501100,3.2,9280,0,False
L014382,C09554,2,42000,7100,19.53,2100,0,False
L014383,C09554,3,1264000,988800,2.98,5610,0,False
L014384,C09554,4,75000,28300,8.21,1240,0,False
L014385,C09555,1,128000,106300,5.77,3940,1,False
L014386,C09556,4,183000,70700,8.66,2710,0,False
L014387,C09557,2,24000,19800,14.18,1200,0,False
L014388,C09557,1,169000,80300,8.2,2410,0,False
L014389,C09558,3,1412000,1285500,2.99,6170,0,False
L014390,C09559,3,1029000,511800,2.89,4260,0,False
L014391,C09560,2,63000,12900,17.47,3150,0,False
L014392,C09561,2,32000,19600,13.39,1600,0,False
L014393,C09562,2,7000,1100,16.84,350,0,False
L014394,C09563,1,58000,23700,10.32,1690,0,False
L014395,C09564,2,65000,30600,13.99,3250,0,False
L014396,C09565,1,201000,171200,7.07,3710,0,False
L014397,C09566,3,872000,546800,3.0,3500,0,False
L014398,C09566,1,80000,58300,8.79,1440,0,False
L014399,C09567,4,172000,49500,6.57,3960,0,False
L014400,C09567,3,997000,619600,2.77,3800,0,False
L014401,C09568,3,2628000,1200200,3.01,9720,0,False
L014402,C09568,4,376000,244900,8.99,4370,0,False
L014403,C09569,1,430000,201000,10.5,14360,2,False
L014404,C09569,2,36000,8300,18.45,1800,0,False
L014405,C09570,2,10000,5000,13.74,500,1,True
L014406,C09571,2,67000,13000,14.01,3350,0,False
L014407,C09571,4,250000,131000,9.1,8730,0,False
L014408,C09572,3,1479000,1220800,2.25,6080,0,False
L014409,C09572,2,51000,30700,18.4,2550,0,False
L014410,C09573,2,20000,16500,18.61,1000,0,False
L014411,C09574,2,10000,8000,16.43,500,0,False
L014412,C09575,3,1227000,1164600,2.69,5550,0,False
L014413,C09576,3,874000,438200,3.33,4070,1,False
L014414,C09577,4,51000,33500,4.5,690,0,False
L014415,C09578,2,8000,1000,19.75,400,0,False
L014416,C09578,4,21000,16400,12.7,780,0,False
L014417,C09579,4,121000,59600,9.6,1790,0,False
L014418,C09580,2,41000,29800,14.56,2050,0,False
L014419,C09580,3,1420000,815300,3.27,6260,0,False
L014420,C09581,1,243000,104600,6.65,9030,0,False
L014421,C09582,3,1735000,1391200,2.83,7770,0,False
L014422,C09582,1,364000,312700,8.18,12310,0,True
L014423,C09582,2,62000,25600,16.73,3100,3,False
L014424,C09583,3,1841000,1632200,3.2,9750,0,False
L014425,C09584,2,30000,9200,16.49,1500,0,False
L014426,C09585,1,138000,46900,7.56,2390,0,False
L014427,C09586,2,9000,5100,16.29,450,1,False
L014428,C09586,3,776000,636100,4.23,4160,2,False
L014429,C09586,4,84000,17500,7.2,980,0,False
L014430,C09587,4,192000,110600,7.54,6520,0,False
L014431,C09587,2,43000,33700,20.26,2150,2,False
L014432,C09587,3,2371000,1673600,3.05,10730,0,False
L014433,C09588,2,12000,2000,19.03,600,0,False
L014434,C09589,2,21000,6500,12.88,1050,0,False
L014435,C09589,3,2495000,2066600,2.43,11690,0,False
L014436,C09590,4,184000,159000,10.49,3460,0,False
L014437,C09590,1,238000,163800,8.03,6230,0,False
L014438,C09591,2,15000,8300,20.36,750,0,False
L014439,C09591,3,1619000,896800,3.1,6320,0,False
L014440,C09591,1,160000,41300,8.01,3100,0,False
L014441,C09592,4,186000,62500,4.5,1860,0,False
L014442,C09593,4,50000,25400,9.52,600,0,False
L014443,C09594,3,3084000,2070800,3.39,15010,0,False
L014444,C09594,2,22000,13100,16.09,1100,0,False
L014445,C09595,3,2842000,2386000,2.58,14030,0,False
L014446,C09596,2,72000,29100,17.0,3600,0,False
L014447,C09596,3,1875000,1479400,3.13,9360,0,False
L014448,C09597,3,2250000,1070200,2.81,7750,0,False
L014449,C09598,3,2485000,1500300,2.89,9850,2,False
L014450,C09599,1,105000,70500,9.08,2360,0,False
L014451,C09600,2,16000,9000,20.95,800,2,False
L014452,C09600,4,309000,84600,7.86,10890,0,False
L014453,C09600,1,400000,277400,6.6,14020,3,False
L014454,C09601,2,11000,8600,20.32,550,0,False
L014455,C09602,4,118000,97100,9.02,4130,0,False
L014456,C09602,2,13000,1600,18.07,650,0,False
L014457,C09602,3,2030000,1715200,3.3,8730,0,False
L014458,C09603,3,1786000,1635900,2.93,9190,0,False
L014459,C09604,1,334000,249600,7.0,5010,1,False
L014460,C09605,3,1315000,993500,2.69,4980,0,False
L014461,C09605,4,261000,116700,9.45,3030,0,False
L014462,C09606,4,193000,132800,8.94,2870,0,False
L014463,C09607,2,16000,3700,16.05,800,0,False
L014464,C09608,2,34000,13200,18.59,1700,0,False
L014465,C09608,4,225000,73200,8.61,2160,0,False
L014466,C09609,1,72000,33400,9.25,1810,0,False
L014467,C09610,3,1335000,685500,2.88,6270,0,False
L014468,C09611,3,2019000,1401600,2.77,8790,0,False
L014469,C09612,2,36000,30200,20.13,1800,0,False
L014470,C09613,4,129000,62400,8.37,1460,0,False
L014471,C09614,3,1298000,1008800,2.61,6280,2,False
L014472,C09614,4,137000,49800,8.3,2180,1,False
L014473,C09615,4,100000,56200,12.43,1180,0,False
L014474,C09615,2,21000,10900,19.88,1050,1,False
L014475,C09616,2,45000,25500,18.25,2250,0,False
L014476,C09616,3,787000,622100,3.26,3420,0,False
L014477,C09617,3,1460000,818100,3.05,6360,0,False
L014478,C09618,1,255000,210000,6.01,4840,3,False
L014479,C09619,3,1561000,1039000,2.86,7740,0,False
L014480,C09620,2,20000,3000,18.57,1000,0,False
L014481,C09620,1,60000,41500,5.47,1250,1,False
L014482,C09621,1,50000,23800,7.72,1910,0,False
L014483,C09622,2,41000,19300,11.66,2050,0,False
L014484,C09623,3,1442000,1157300,3.71,6270,0,False
L014485,C09623,2,57000,14000,19.32,2850,0,False
L014486,C09624,4,88000,62400,6.69,1490,0,False
L014487,C09625,2,48000,12100,16.81,2400,0,False
L014488,C09625,1,238000,74700,6.61,3090,2,False
L014489,C09626,3,2744000,1480400,3.25,10360,0,False
L014490,C09626,4,105000,24500,6.05,3570,0,False
L014491,C09627,4,57000,32600,10.59,670,0,False
L014492,C09627,2,59000,37400,16.97,2950,0,False
L014493,C09627,3,1788000,1388000,3.03,9090,0,False
L014494,C09628,2,7000,3000,11.49,350,0,False
L014495,C09629,1,103000,40700,4.54,1590,0,False
L014496,C09630,3,888000,705000,3.88,4030,0,False
L014497,C09631,4,112000,68700,8.85,2180,1,False
L014498,C09631,2,22000,4300,17.93,1100,0,False
L014499,C09632,4,226000,77500,14.45,6970,0,False
L014500,C09632,1,83000,74400,6.88,1240,0,False
L014501,C09633,3,2054000,1606400,2.91,9560,0,False
L014502,C09634,3,2774000,1253000,3.21,12220,0,False
L014503,C09635,2,26000,7900,17.4,1300,0,False
L014504,C09636,1,267000,184600,6.18,7100,3,False
L014505,C09636,3,1409000,881600,3.25,6660,0,False
L014506,C09636,4,136000,65400,12.9,2250,0,False
L014507,C09637,3,1021000,689800,2.4,4590,0,False
L014508,C09638,2,7000,5400,19.51,350,2,False
L014509,C09639,3,2891000,2319500,2.93,12030,0,False
L014510,C09639,4,121000,63400,6.1,1350,0,False
L014511,C09639,1,278000,133900,7.17,4480,0,False
L014512,C09640,2,25000,17000,21.08,1250,2,False
L014513,C09641,2,5000,1600,17.27,250,1,False
L014514,C09642,3,1116000,556500,2.44,5010,1,False
L014515,C09642,2,20000,3900,19.01,1000,3,False
L014516,C09642,1,134000,40600,8.9,2010,0,False
L014517,C09643,3,2376000,1291600,2.33,9350,4,False
L014518,C09643,2,25000,7800,13.77,1250,1,False
L014519,C09644,3,1026000,829200,3.2,5440,0,False
L014520,C09644,4,216000,94700,9.17,3090,0,False
L014521,C09645,2,26000,4800,20.99,1300,0,False
L014522,C09645,3,2430000,1143500,2.43,10290,0,False
L014523,C09645,4,272000,233400,10.68,3840,0,False
L014524,C09646,2,51000,27500,19.26,2550,0,False
L014525,C09647,3,1550000,1439000,3.74,8040,0,False
L014526,C09647,1,297000,160800,6.52,4810,0,True
L014527,C09648,3,2126000,1614800,2.93,9100,0,False
L014528,C09648,2,21000,5600,18.61,1050,0,False
L014529,C09649,3,1518000,1071600,2.45,6280,0,False
L014530,C09650,3,1350000,643600,2.55,5260,0,False
L014531,C09650,4,110000,94000,7.83,2510,0,False
L014532,C09651,3,1503000,1349800,3.21,6440,0,False
L014533,C09652,1,62000,32200,7.58,1110,0,False
L014534,C09652,4,34000,10500,9.07,350,0,False
L014535,C09653,3,1385000,747000,2.86,5590,4,True
L014536,C09653,1,488000,430800,7.55,15800,0,False
L014537,C09654,3,1304000,1203100,3.57,5870,0,False
L014538,C09654,2,27000,8300,19.73,1350,0,False
L014539,C09655,3,2932000,2215400,3.3,13220,0,False
L014540,C09656,2,11000,1500,15.31,550,0,False
L014541,C09656,1,97000,42000,7.56,1540,1,False
L014542,C09656,4,107000,86100,9.67,1750,0,False
L014543,C09657,3,911000,805800,2.8,4440,1,False
L014544,C09658,3,1223000,618100,2.99,5060,0,False
L014545,C09658,2,44000,3100,21.66,2200,0,False
L014546,C09658,1,228000,147300,5.12,3680,0,False
L014547,C09659,3,1957000,1527600,3.06,10110,0,False
L014548,C09660,3,1440000,1023300,3.0,7230,0,False
L014549,C09660,4,212000,120300,8.93,3100,0,False
L014550,C09661,3,1553000,1422600,2.97,6420,0,False
L014551,C09662,3,1356000,980200,2.95,5720,0,False
L014552,C09663,3,1478000,907400,2.73,5400,0,False
L014553,C09664,2,17000,3400,22.81,850,1,False
L014554,C09664,1,90000,74600,7.49,1350,0,False
L014555,C09665,3,1483000,1071200,2.9,6460,1,False
L014556,C09666,4,270000,196700,6.56,7130,1,False
L014557,C09667,2,5000,3300,17.63,250,0,False
L014558,C09668,2,15000,5500,15.65,750,1,True
L014559,C09668,4,49000,18600,12.02,840,0,True
L014560,C09668,1,71000,24300,10.47,1010,0,False
L014561,C09669,3,2026000,1869300,2.93,9830,1,False
L014562,C09670,3,1865000,1506900,3.38,8450,0,False
L014563,C09670,4,174000,129300,8.17,2710,0,False
L014564,C09671,3,2215000,1913600,3.07,11540,3,False
L014565,C09671,4,407000,203000,5.67,10660,0,False
L014566,C09671,2,40000,17200,16.32,2000,2,True
L014567,C09672,4,241000,197000,7.34,3930,0,False
L014568,C09672,2,39000,4800,15.88,1950,1,False
L014569,C09673,3,2280000,1968700,3.09,11580,0,False
L014570,C09674,4,38000,17500,11.59,690,0,False
L014571,C09674,2,6000,4300,21.47,300,0,False
L014572,C09675,3,1011000,634400,3.07,4810,0,False
L014573,C09675,4,120000,87700,9.25,2800,0,False
L014574,C09676,3,2041000,1641400,3.23,10240,0,False
L014575,C09677,4,10000,8900,7.4,340,0,False
L014576,C09678,2,37000,3200,18.17,1850,0,False
L014577,C09679,3,1576000,1214000,3.83,8430,0,False
L014578,C09680,4,81000,53900,10.95,1680,0,False
L014579,C09681,1,198000,58300,7.57,5060,1,False
L014580,C09681,2,74000,52500,19.06,3700,4,False
L014581,C09681,4,190000,64700,7.99,4280,3,False
L014582,C09681,3,2380000,1895700,3.42,10150,1,False
L014583,C09682,4,160000,77600,7.5,2110,1,False
L014584,C09683,3,1827000,1225200,2.74,6640,0,False
L014585,C09683,4,212000,48400,9.23,3230,0,False
L014586,C09684,1,94000,84000,6.39,4240,1,False
L014587,C09685,3,1463000,786400,3.09,5800,1,False
L014588,C09686,2,52000,15200,18.52,2600,0,False
L014589,C09687,3,1059000,966600,3.41,5240,2,False
L014590,C09688,2,43000,7000,18.41,2150,0,False
L014591,C09689,3,1858000,1379500,3.8,8860,0,False
L014592,C09689,4,97000,39400,8.34,2470,0,False
L014593,C09690,2,11000,5600,20.04,550,0,False
L014594,C09690,4,58000,30800,7.38,1720,0,False
L014595,C09691,3,1265000,673700,3.29,5260,0,False
L014596,C09691,4,118000,49000,7.43,4250,0,False
L014597,C09691,2,24000,19800,18.86,1200,2,False
L014598,C09692,2,11000,5900,17.44,550,2,False
L014599,C09693,3,1613000,1134000,2.54,6640,0,False
L014600,C09693,2,34000,17200,18.75,1700,0,False
L014601,C09694,2,17000,3400,22.0,850,0,False
L014602,C09694,3,978000,564000,2.81,3780,0,False
L014603,C09694,1,66000,53300,6.91,1690,0,False
L014604,C09695,3,1005000,671500,2.92,3740,0,False
L014605,C09696,1,175000,156700,5.38,6640,0,False
L014606,C09697,3,970000,680300,3.15,3850,0,False
L014607,C09697,2,40000,23200,16.23,2000,0,False
L014608,C09698,4,198000,127100,8.7,2200,1,False
L014609,C09699,3,2429000,1908400,3.48,11420,0,False
L014610,C09700,3,741000,434200,3.01,3580,0,False
L014611,C09701,3,3118000,1755300,2.83,14140,0,True
L014612,C09701,1,262000,193700,7.8,9900,0,False
L014613,C09702,1,319000,148100,6.72,13920,0,False
L014614,C09703,3,1549000,1340200,2.8,6900,0,False
L014615,C09704,3,2273000,1912000,3.43,10120,0,False
L014616,C09704,1,394000,177000,6.29,7870,0,False
L014617,C09705,4,310000,66500,9.21,11380,0,False
L014618,C09705,3,1926000,1411700,2.57,8650,0,False
L014619,C09705,2,65000,36600,19.72,3250,0,False
L014620,C09705,1,168000,61600,7.14,2560,0,False
L014621,C09706,4,251000,195600,10.91,3240,0,False
L014622,C09707,2,18000,1900,13.53,900,0,False
L014623,C09708,3,1780000,1440800,3.01,7830,0,False
L014624,C09708,1,456000,207200,6.91,6230,0,False
L014625,C09708,4,207000,105000,4.5,1990,0,False
L014626,C09709,1,470000,284400,6.66,11370,0,False
L014627,C09710,4,261000,165700,10.9,3510,0,False
L014628,C09710,1,383000,191000,5.3,8750,0,False
L014629,C09711,1,344000,141300,4.42,12060,1,False
L014630,C09712,2,18000,13500,16.11,900,0,False
L014631,C09713,4,116000,89800,5.68,1320,1,False
L014632,C09714,3,1821000,1320800,2.2,8700,1,False
L014633,C09714,4,150000,125600,9.09,2930,2,False
L014634,C09714,1,115000,35600,3.73,1480,2,False
L014635,C09715,4,79000,61000,6.05,860,0,False
L014636,C09716,2,9000,4700,17.23,450,0,False
L014637,C09717,4,25000,21500,9.08,540,0,False
L014638,C09718,1,171000,149900,6.88,3520,0,False
L014639,C09718,3,2168000,1081300,3.41,8820,0,False
L014640,C09719,1,75000,23500,5.2,1170,0,False
L014641,C09719,2,20000,6700,20.83,1000,0,False
L014642,C09720,3,1633000,991000,2.94,6130,0,False
L014643,C09721,3,1442000,902900,2.2,5730,0,False
L014644,C09721,4,45000,16500,10.65,450,0,False
L014645,C09722,3,1860000,1007900,2.64,6850,0,False
L014646,C09723,4,250000,176100,7.21,3370,0,False
L014647,C09724,1,294000,206100,7.54,12820,0,False
L014648,C09725,3,1123000,850700,3.57,5020,0,False
L014649,C09725,1,122000,31100,6.72,2320,0,False
L014650,C09726,3,1606000,1199800,3.24,6360,0,False
L014651,C09727,1,221000,90900,7.97,6390,0,False
L014652,C09727,4,138000,44900,8.15,1770,0,False
L014653,C09728,3,777000,377200,3.64,3470,3,False
L014654,C09729,3,1498000,998000,2.6,6670,1,False
L014655,C09730,3,2374000,2107100,2.29,10920,0,False
L014656,C09731,3,1953000,1533800,2.93,7870,1,False
L014657,C09732,2,7000,2500,15.97,350,2,False
L014658,C09732,1,111000,65700,5.87,1700,1,False
L014659,C09733,4,361000,110600,12.25,7990,1,False
L014660,C09733,3,2511000,1386800,3.3,11180,0,False
L014661,C09734,1,229000,185600,6.04,4280,0,False
L014662,C09735,3,2733000,1319500,2.51,10200,0,False
L014663,C09736,3,2239000,2022400,2.93,9290,0,False
L014664,C09736,2,61000,15800,13.22,3050,0,False
L014665,C09737,3,695000,494900,3.66,2890,0,False
L014666,C09737,1,132000,39400,6.07,1980,0,False
L014667,C09738,1,61000,26600,7.35,850,0,False
L014668,C09739,1,109000,54600,6.61,2640,0,False
L014669,C09740,2,51000,12500,14.83,2550,0,False
L014670,C09740,4,80000,32700,5.28,1240,1,False
L014671,C09740,3,1308000,997800,2.82,5130,0,False
L014672,C09741,3,1867000,1087700,3.92,7720,0,False
L014673,C09742,2,5000,1600,13.76,250,0,False
L014674,C09743,1,203000,83300,6.99,4890,0,False
L014675,C09744,2,23000,5600,15.87,1150,0,False
L014676,C09744,1,175000,49300,8.6,2540,0,False
L014677,C09744,3,794000,746300,3.55,3840,1,False
L014678,C09744,4,65000,14900,8.9,770,0,False
L014679,C09745,1,379000,130200,5.42,11170,0,False
L014680,C09746,2,53000,36800,16.55,2650,0,False
L014681,C09747,1,130000,84700,5.92,2950,0,False
L014682,C09748,3,1946000,1215100,2.36,8770,0,False
L014683,C09748,2,19000,6300,17.8,950,0,False
L014684,C09749,2,17000,6000,17.31,850,0,False
L014685,C09749,4,126000,43600,9.83,1400,0,False
